,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Unit,Rate,Amount
705,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor ST,66.00,Hour(s),$125.63,"$8,291.58"
706,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor,40.50,Hour(s),$154.94,"$6,275.07"
707,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,30 Ton RT (d),72.50,Hour(s),$60.00,"$4,350.00"
708,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor ST,40.00,Hour(s),$125.63,"$5,025.20"
709,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor,35.50,Hour(s),$154.94,"$5,500.37"
710,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,30 Ton RT (d),58.00,Hour(s),$60.00,"$3,480.00"
711,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor ST,32.00,Hour(s),$125.63,"$4,020.16"
712,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 30/35T-RT Labor,28.50,Hour(s),$154.94,"$4,415.79"
713,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Delivery - RT Crane IND,1.00,Each,"$1,500.00","$1,500.00"
714,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits In - IND,1.00,Set(s),$500.00,$500.00
715,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Return - RT Crane - IND,2.00,Each,"$1,500.00","$3,000.00"
716,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits Out,2.00,Set(s),$500.00,"$1,000.00"
717,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,40/60 Lift Truck (w),1.50,Week(s),"$5,100.00","$7,650.00"
718,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Machinery Boom (w),1.50,Week(s),$600.00,$900.00
719,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Operator Labor - ST,40.00,Hour(s),$155.00,"$6,200.00"
720,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Operator Labor - OT,19.00,Hour(s),$205.00,"$3,895.00"
721,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Delivery,8.00,Hour(s),$225.00,"$1,800.00"
722,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits (Round Trip),2.00,Set(s),$275.00,$550.00
723,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,80 Ton RT (d),116.50,Hour(s),$135.00,"$15,727.50"
724,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 75/80T-RT Labor ST,74.00,Hour(s),$129.11,"$9,554.14"
725,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 75/80T-RT Labor,49.50,Hour(s),$159.81,"$7,910.60"
726,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Delivery - RT Crane IND,2.00,Each,$0.00,$0.00
727,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits (Round Trip),2.00,Set(s),$0.00,$0.00
728,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,65 Ton RT (d),58.50,Hour(s),$70.00,"$4,095.00"
729,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor ST,32.00,Hour(s),$127.02,"$4,064.64"
730,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor,29.00,Hour(s),$156.89,"$4,549.81"
731,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,65 Ton RT (d),81.50,Hour(s),$70.00,"$5,705.00"
732,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor ST,40.00,Hour(s),$127.02,"$5,080.80"
733,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor,33.50,Hour(s),$156.89,"$5,255.82"
734,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,65 Ton RT (d),46.00,Hour(s),$70.00,"$3,220.00"
735,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor ST,32.00,Hour(s),$127.02,"$4,064.64"
736,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 65/70T-RT Labor,15.50,Hour(s),$156.89,"$2,431.80"
737,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Delivery - RT Crane IND,2.00,Each,"$1,500.00","$3,000.00"
738,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits In - IND,2.00,Set(s),$500.00,"$1,000.00"
739,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Return - RT Crane - IND,2.00,Each,"$1,500.00","$3,000.00"
740,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Permits Out - IND,2.00,Set(s),$500.00,"$1,000.00"
741,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,110 Ton RT (d),139.00,Hour(s),$160.00,"$22,240.00"
742,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 110T-RT Labor ST,96.00,Hour(s),$129.81,"$12,461.76"
743,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS 110T-RT Labor OT,58.50,Hour(s),$160.79,"$9,406.22"
744,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS Oiler ST,70.00,Hour(s),$123.30,"$8,631.00"
745,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,USS Oiler OT,22.50,Hour(s),$151.63,"$3,411.68"
746,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Craft Foreman - ST,82.00,,$155.00,"$12,710.00"
747,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Craft Foreman - OT,69.50,,$205.00,"$14,247.50"
748,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,*Miscellaneous,1.00,Each,"$7,500.00","$7,500.00"
749,0.369,"Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$364,330.57",276832,Fuel,1.00,Each,"$25,000.00","$25,000.00"
750,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,787.98",289566,30 Ton RT (d),9.00,Hour(s),$60.00,$540.00
751,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,787.98",289566,USS 30/35T-RT Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
752,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,787.98",289566,USS 30/35T-RT Labor,1.00,Hour(s),$154.94,$154.94
753,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,787.98",289566,Fuel,8.00,Gallon(s),$11.00,$88.00
754,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,022.00",287149,80' Articulating Boom,1.00,Week(s),"$2,350.00","$2,350.00"
755,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,022.00",287149,Environmental Impact,1.00,Each,$0.00,$0.00
756,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,022.00",287149,Delivery - Boom Lift,1.00,Each,$270.00,$270.00
757,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,022.00",287149,Return - Boom Lift,1.00,Each,$270.00,$270.00
758,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,022.00",287149,Fuel,12.00,Gallon(s),$11.00,$132.00
759,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$2,767.00",286211,80 Ton RT (d),9.50,Hour(s),$135.00,"$1,282.50"
760,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$2,767.00",286211,USS 75/80T-RT Labor ST,8.00,Hour(s),$129.11,"$1,032.88"
761,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$2,767.00",286211,USS 75/80T-RT Labor,2.00,Hour(s),$159.81,$319.62
762,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$2,767.00",286211,Fuel,12.00,Gallon(s),$11.00,$132.00
763,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,110 Ton RT,9.50,Hour(s),$160.00,"$1,520.00"
764,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Crew Labor - ST/T1,8.00,Hour(s),$250.00,"$2,000.00"
765,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Crew Labor - OT/T1,1.50,Hour(s),$410.00,$615.00
766,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Craft Foreman - ST,8.00,Hour(s),$165.00,"$1,320.00"
767,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,110 Ton RT,8.00,Hour(s),$160.00,"$1,280.00"
768,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Crew Labor - ST/T1,8.00,Hour(s),$250.00,"$2,000.00"
769,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Craft Foreman - ST,8.00,Hour(s),$165.00,"$1,320.00"
770,0.94,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$10,223.00",263658,Fuel Surcharge,,,6.00%,$168.00
771,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,110 Ton RT (d),8.50,Hour(s),$160.00,"$1,360.00"
772,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,USS 110T-RT Labor ST,8.00,Hour(s),$129.81,"$1,038.48"
773,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,USS 110T-RT Labor OT,0.50,Hour(s),$160.79,$80.40
774,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
775,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,USS Oiler OT,0.50,Hour(s),$151.63,$75.82
776,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Fuel,16.00,Gallon(s),$11.00,$176.00
777,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,125' Articulating Boom,1.00,Day(s),"$2,150.00","$2,150.00"
778,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Delivery - Boom Lift,1.00,Each,$510.00,$510.00
779,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Return - Boom Lift,1.00,Each,$0.00,$0.00
780,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Permits (Aerials) - IND,1.00,Each,$275.00,$275.00
781,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Environmental Impact,1.00,Each,$15.00,$15.00
782,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$6,799.10",289720,Fee Fue,12.00,Gallon(s),$11.00,$132.00
783,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Drop Off Crane,1.00,Each,"$3,500.00","$3,500.00"
784,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Freight - Counterweight,4.00,Load(s),"$1,500.00","$6,000.00"
785,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
786,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,300 Ton AT - ST,56.00,Hour(s),$905.00,"$50,680.00"
787,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,300 Ton AT - OT,26.50,Hour(s),"$1,105.00","$29,282.50"
788,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Crew Labor - OT,3.50,Hour(s),$490.00,"$1,715.00"
789,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Rough Terrain Operated,9.00,Hour(s),$70.00,$630.00
790,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Operator Labor - ST,8.00,Hour(s),$127.02,"$1,016.16"
791,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Operator Labor - OT,1.50,Hour(s),$156.89,$235.34
792,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Craft Foreman - ST,16.00,Hour(s),$165.00,"$2,640.00"
793,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Craft Foreman - OT,9.50,Hour(s),$255.00,"$2,422.50"
794,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$101,805.38",279592,Fuel Surcharge,,,3.00%,"$2,683.88"
795,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",279864,Overage Hours,1.00,Hour(s),$0.00,$0.00
796,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",279864,MC20 Mini Picker (m),1.00,Month(s),"$6,500.00","$6,500.00"
797,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,697.00",266577,65 Ton RT,8.00,Hour(s),$70.00,$560.00
798,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,697.00",266577,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
799,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,697.00",266577,Grease Time,0.50,Hour(s),$200.00,$100.00
800,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,697.00",266577,Fuel,7.00,Gallon(s),$11.00,$77.00
801,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,110 Ton RT (d),11.00,Hour(s),$160.00,"$1,760.00"
802,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,USS 110T-RT Labor ST,8.00,Hour(s),$129.81,"$1,038.48"
803,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,USS 110T-RT Labor OT,3.00,Hour(s),$160.79,$482.37
804,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
805,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,USS Oiler OT,3.00,Hour(s),$151.63,$454.89
806,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,Misc. Equipment,1.00,Day(s),"$1,500.00","$1,500.00"
807,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,530.14",281506,Fuel,28.00,Gallon(s),$11.00,$308.00
808,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,853.00",266573,30 Ton Rough Terrain,9.00,Hour(s),$60.00,$540.00
809,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,853.00",266573,Operator Labor - ST,8.00,Hour(s),$125.00,"$1,000.00"
810,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,853.00",266573,Operator Labor - OT,1.50,Hour(s),$150.00,$225.00
811,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,853.00",266573,Fuel,8.00,Hour(s),$11.00,$88.00
812,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$19,536.00",264136,Drop Off Crane,1.00,Each,"$2,800.00","$2,800.00"
